Gender,Early College HS?,HS Rank,GPA at Graduation,Credits Transferred,Cal 1 Final Grade (MATH 1411),Cal 2 Final Grade (MATH 1312),Statics Final Grade (MECH 1321),Chemistry Final Grade (CHEM 1305),degree_completion
1,0,326.0,0.0,0,0,0,0,0,0
0,0,85.0,0.0,18,0,0,0,0,0
0,0,85.0,2.68,65,0,0,3,0,1
1,0,210.0,0.0,0,4,0,0,-1,0
1,0,85.0,3.5,70,0,4,0,0,1
1,0,38.0,0.0,62,3,3,3,4,0
0,0,46.0,3.44,32,0,0,2,0,1
1,0,71.0,4.0,0,4,4,4,4,0
0,0,85.0,0.0,84,0,0,0,0,0
1,0,66.0,0.0,0,3,4,4,2,0
1,0,398.0,0.0,0,3,-1,1,3,0
1,0,85.0,2.91,71,4,0,0,0,1
1,0,530.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,157.0,0.0,83,2,0,0,-1,0
0,0,27.0,0.0,34,0,4,0,0,0
1,0,223.0,3.1,0,4,4,0,3,1
1,0,85.0,3.76,0,4,4,4,4,1
1,0,14.0,0.0,54,2,0,0,2,0
1,0,312.0,0.0,32,0,0,0,-1,0
0,0,215.0,0.0,22,0,-1,0,1,0
1,0,222.0,0.0,0,4,3,4,2,0
1,0,296.0,3.35,93,0,0,0,0,0
1,0,287.0,0.0,67,0,0,0,0,0
1,0,89.0,0.0,21,4,4,4,4,0
1,0,68.0,0.0,28,0,2,0,-1,0
1,0,85.0,3.06,0,3,2,4,2,1
1,0,77.0,0.0,67,0,0,0,0,0
0,0,85.0,3.75,0,4,4,4,3,1
0,0,85.0,3.32,28,3,2,4,3,1
0,0,85.0,3.32,71,0,0,0,0,1
1,0,85.0,0.0,0,0,0,0,0,0
1,0,52.0,0.0,0,3,3,0,2,0
1,0,109.0,0.0,0,0,0,0,0,0
1,0,356.0,0.0,0,0,0,0,-1,0
1,0,36.0,2.74,31,3,3,2,3,1
1,0,287.0,2.75,9,2,2,0,3,0
1,0,110.0,3.0,0,4,3,2,2,1
1,0,85.0,0.0,91,0,0,0,0,0
1,0,149.0,3.79,72,0,0,0,0,1
1,0,85.0,3.36,113,0,0,0,0,0
1,0,150.0,0.0,7,2,2,2,2,0
1,0,13.0,0.0,19,0,4,4,4,0
1,0,197.0,0.0,0,0,0,0,0,0
1,0,162.0,0.0,15,4,4,0,1,0
1,0,83.0,0.0,0,3,1,-1,1,0
0,0,217.0,0.0,32,3,2,-1,-1,0
1,0,10.0,0.0,0,4,4,4,4,0
1,0,85.0,0.0,37,3,0,0,0,0
0,1,40.0,3.47,60,0,4,4,0,1
0,0,85.0,0.0,55,0,0,0,0,0
1,0,76.0,3.12,32,0,-1,3,2,1
1,0,138.0,0.0,12,4,4,3,4,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,367.0,0.0,0,0,0,0,0,0
1,0,85.0,3.21,67,0,0,0,0,1
1,0,29.0,0.0,0,3,1,-1,2,0
1,0,85.0,3.6,68,0,0,0,0,1
1,0,1.0,3.62,7,0,4,4,3,1
1,1,79.0,0.0,60,0,2,0,0,0
1,0,425.0,0.0,12,2,2,-1,-1,0
1,0,22.0,0.0,0,4,4,4,3,0
1,0,85.0,3.34,81,0,0,0,0,1
1,0,85.0,0.0,18,0,0,0,0,0
1,0,204.0,0.0,0,0,0,0,-1,0
0,0,3.0,0.0,0,4,4,4,4,0
1,0,85.0,0.0,0,3,0,0,1,0
1,0,199.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,26,0,0,-1,0,0
0,0,16.0,0.0,12,2,2,2,-1,0
0,0,210.0,3.91,0,0,0,0,0,0
1,0,3.0,0.0,42,4,4,4,3,0
1,0,295.0,0.0,0,0,0,0,-1,0
1,0,85.0,0.0,78,0,0,0,0,0
1,0,293.0,0.0,0,3,0,0,3,0
0,0,32.0,3.32,72,0,0,0,0,1
1,0,85.0,3.51,24,0,0,4,3,1
1,0,85.0,4.0,95,0,0,0,0,1
1,0,85.0,0.0,0,0,0,0,0,0
1,0,77.0,2.67,41,2,3,4,2,1
1,0,439.0,2.75,0,3,4,2,2,1
0,0,7.0,3.4,3,2,4,2,3,1
1,0,47.0,0.0,48,3,4,3,3,0
1,0,85.0,0.0,54,-1,0,0,0,0
0,0,77.0,3.43,101,0,0,0,0,0
0,0,14.0,3.07,0,4,4,2,3,1
1,0,314.0,0.0,12,0,0,0,0,0
1,0,343.0,0.0,45,2,4,0,0,0
1,0,29.0,3.69,61,0,0,4,4,1
1,0,85.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,27.0,0.0,0,0,0,0,-1,0
1,0,286.0,0.0,36,-1,0,0,-1,0
1,1,37.0,3.65,60,0,4,0,0,0
1,1,27.0,0.0,70,0,4,2,0,0
1,0,244.0,0.0,0,4,3,1,2,0
1,0,52.0,2.83,0,2,0,0,0,0
1,0,4.0,3.81,0,0,3,4,4,1
1,0,85.0,3.95,74,0,0,0,0,1
0,0,85.0,3.73,22,0,3,4,4,1
1,0,85.0,3.74,91,0,0,0,0,1
1,0,42.0,0.0,0,-1,0,0,0,0
1,0,85.0,3.21,74,0,0,0,0,1
0,1,11.0,0.0,60,0,3,0,0,0
1,0,85.0,3.82,9,4,3,4,4,1
1,0,180.0,0.0,0,3,4,0,2,0
1,0,85.0,3.32,48,4,0,0,0,1
1,0,85.0,3.8,69,0,0,0,0,1
1,0,37.0,2.97,0,4,4,2,3,1
1,0,15.0,3.92,28,4,4,4,4,1
1,0,85.0,0.0,13,0,0,0,0,0
1,0,124.0,3.47,0,2,4,3,4,1
1,0,314.0,0.0,0,0,0,0,0,0
1,0,2.0,0.0,42,4,4,0,3,0
1,0,35.0,0.0,25,0,1,3,3,0
0,0,60.0,0.0,58,0,0,3,0,0
1,0,48.0,0.0,0,0,0,0,0,0
0,0,15.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,53,0,0,0,0,0
1,0,508.0,0.0,0,0,0,0,0,0
0,0,85.0,0.0,0,2,3,0,-1,0
1,0,85.0,3.6,81,0,0,0,0,1
1,0,224.0,0.0,21,0,0,0,0,0
1,0,119.0,0.0,0,0,0,0,-1,0
1,0,1.0,0.0,0,0,0,0,0,0
1,0,36.0,3.85,50,0,0,0,0,1
0,0,110.0,0.0,15,4,0,0,2,0
1,0,1.0,4.0,0,4,4,4,4,1
1,0,8.0,0.0,7,0,0,0,0,0
1,0,105.0,0.0,77,0,0,0,0,0
1,0,147.0,3.38,0,3,4,3,2,1
1,0,20.0,0.0,0,2,2,-1,1,0
1,0,157.0,0.0,45,0,0,2,0,0
1,0,2.0,0.0,0,4,3,0,4,0
1,0,61.0,3.97,31,0,0,4,4,1
1,0,28.0,0.0,10,0,4,2,3,0
1,0,85.0,3.56,77,0,0,0,0,1
1,0,85.0,3.95,79,0,0,0,0,1
1,0,41.0,2.42,73,0,0,3,2,1
0,0,2.0,4.0,50,0,0,0,0,1
1,0,11.0,0.0,0,0,0,0,0,0
1,0,85.0,3.32,75,0,0,0,0,1
1,0,182.0,2.11,4,0,2,0,4,1
1,0,143.0,0.0,30,0,4,4,0,0
0,0,18.0,3.95,105,0,0,0,0,1
1,0,287.0,0.0,0,0,0,0,0,0
1,0,335.0,0.0,0,0,0,0,0,0
0,0,5.0,0.0,28,3,0,0,0,0
1,0,146.0,3.41,0,4,2,2,3,1
1,0,96.0,3.17,60,0,0,0,0,0
1,0,110.0,0.0,0,0,0,0,0,0
1,0,84.0,0.0,24,3,4,0,0,0
0,0,85.0,0.0,19,0,0,0,0,0
1,0,85.0,2.68,39,0,4,2,3,1
1,0,316.0,0.0,0,4,4,2,4,0
1,0,298.0,0.0,10,3,1,2,2,0
1,0,40.0,0.0,67,0,0,0,0,0
0,0,57.0,2.42,102,0,0,0,0,1
0,0,41.0,3.45,0,2,4,2,2,1
1,0,85.0,3.86,0,4,4,4,4,1
0,1,37.0,3.2,65,0,0,0,0,0
1,0,85.0,0.0,15,0,0,0,0,0
1,0,85.0,3.64,174,0,0,0,0,1
1,0,85.0,3.06,136,0,0,2,0,1
1,0,39.0,0.0,84,0,0,0,0,0
1,0,487.0,0.0,0,3,3,4,2,0
1,0,13.0,0.0,93,2,4,0,2,0
0,0,83.0,3.61,78,0,0,0,0,1
0,0,49.0,3.65,12,3,3,4,3,1
1,1,77.0,0.0,56,4,0,0,0,0
1,0,189.0,3.9,0,4,4,0,0,1
1,0,71.0,0.0,27,0,0,0,0,0
1,0,87.0,3.58,21,4,4,4,4,1
1,0,172.0,0.0,21,2,2,3,3,0
1,0,289.0,0.0,0,3,3,0,3,0
1,0,94.0,0.0,0,0,0,0,0,0
1,0,72.0,0.0,26,2,0,0,-1,0
1,0,327.0,0.0,0,-1,0,0,-1,0
1,0,113.0,3.93,0,4,4,3,3,1
1,0,84.0,3.34,82,0,0,0,0,1
1,0,314.0,0.0,70,0,0,0,0,0
1,0,256.0,3.41,72,0,0,0,0,1
1,0,521.0,0.0,0,0,0,0,0,0
1,0,17.0,3.74,43,4,4,4,4,1
1,0,122.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,112,0,3,4,0,0
1,0,85.0,3.34,72,0,4,0,0,1
0,0,5.0,3.02,0,2,3,3,4,1
1,0,85.0,0.0,16,2,0,0,0,0
1,0,206.0,0.0,0,3,3,2,2,0
1,0,106.0,0.0,30,0,0,0,2,0
1,0,512.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,46,0,-1,0,0,0
1,0,462.0,0.0,0,4,0,0,0,0
1,0,85.0,0.0,5,0,0,0,0,0
1,0,71.0,0.0,0,3,3,2,3,0
1,0,85.0,2.72,46,0,0,2,0,1
1,1,38.0,0.0,67,0,0,2,0,0
1,0,85.0,2.41,69,0,0,2,1,1
1,0,163.0,0.0,0,0,0,0,0,0
1,0,62.0,0.0,62,0,0,0,0,0
1,0,259.0,0.0,17,3,4,0,2,0
1,0,216.0,0.0,45,0,4,0,0,0
1,0,499.0,0.0,0,2,3,0,3,0
1,0,85.0,0.0,44,-1,0,3,0,0
0,0,342.0,0.0,72,3,3,3,0,0
1,0,76.0,0.0,22,0,2,1,1,0
1,0,79.0,0.0,21,4,4,0,2,0
0,0,1.0,0.0,52,0,4,4,0,0
1,0,32.0,0.0,16,4,0,0,0,0
0,0,265.0,0.0,34,4,2,4,2,0
1,1,89.0,2.98,56,2,2,2,1,1
1,0,366.0,2.6,0,3,4,2,4,1
1,0,267.0,0.0,44,0,0,0,0,0
1,0,24.0,3.37,61,0,2,4,3,0
1,0,132.0,0.0,48,0,0,0,0,0
1,0,85.0,3.82,0,0,0,0,0,1
1,0,85.0,0.0,22,2,-1,0,2,0
1,0,85.0,0.0,0,4,4,4,4,0
1,0,165.0,3.7,76,0,0,0,0,1
1,0,34.0,3.51,23,0,3,0,0,0
1,0,85.0,0.0,51,0,4,4,4,0
1,0,438.0,0.0,0,0,0,0,0,0
1,0,85.0,3.4,0,4,2,4,3,1
0,0,55.0,3.4,13,4,3,4,4,1
1,0,127.0,0.0,0,0,0,0,0,0
1,0,45.0,3.57,6,4,4,3,3,1
0,0,85.0,0.0,19,-1,0,0,0,0
1,0,287.0,0.0,0,0,0,0,0,0
0,0,12.0,3.76,60,4,4,4,4,1
1,0,336.0,0.0,15,3,0,1,1,0
1,0,82.0,0.0,0,4,4,4,3,0
1,0,6.0,0.0,32,4,4,4,0,0
0,0,1.0,3.96,44,0,4,4,4,1
1,0,404.0,0.0,0,2,3,1,1,0
1,0,4.0,3.86,76,0,3,4,0,1
1,0,152.0,0.0,0,3,0,0,1,0
1,0,317.0,0.0,3,3,4,3,3,0
1,0,85.0,0.0,0,0,0,0,0,0
0,0,22.0,3.89,21,4,3,0,4,1
0,0,131.0,0.0,0,4,4,0,3,0
1,0,24.0,0.0,0,3,3,-1,2,0
1,0,359.0,2.48,91,0,0,0,0,1
0,0,47.0,3.55,18,4,2,4,3,1
1,0,85.0,0.0,0,0,0,0,0,0
1,0,28.0,2.93,111,0,0,2,0,1
1,0,4.0,3.48,71,0,0,0,0,1
1,1,7.0,0.0,57,0,0,0,-1,0
1,0,179.0,0.0,0,4,4,2,3,0
1,0,85.0,0.0,147,0,0,3,0,0
1,0,85.0,0.0,25,0,0,0,0,0
0,0,128.0,3.04,0,4,4,2,3,1
1,0,140.0,3.38,3,2,3,4,2,1
1,0,85.0,3.08,41,4,2,4,0,1
1,0,30.0,0.0,0,4,4,2,2,0
1,0,196.0,0.0,0,0,0,0,0,0
1,1,25.0,0.0,61,0,4,2,4,0
1,0,211.0,3.33,6,0,0,0,0,1
1,0,66.0,0.0,0,4,4,0,0,0
0,0,19.0,3.16,71,0,0,0,0,1
1,0,44.0,3.27,61,0,0,4,4,1
1,0,85.0,2.86,31,0,2,3,0,1
0,0,357.0,0.0,12,-1,0,0,-1,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,309.0,0.0,0,0,0,-1,-1,0
1,0,85.0,0.0,0,4,3,4,4,0
1,1,19.0,3.51,78,0,0,4,1,0
0,0,53.0,0.0,0,0,0,0,0,0
0,0,138.0,0.0,0,3,4,0,3,0
1,1,39.0,0.0,61,0,0,0,0,0
1,0,85.0,0.0,77,0,0,0,0,0
1,0,85.0,0.0,29,0,3,-1,2,0
1,1,58.0,3.23,62,0,2,3,4,1
1,0,129.0,0.0,46,0,0,0,0,0
1,1,57.0,2.99,62,2,2,4,3,1
1,0,477.0,0.0,72,0,0,0,0,0
1,0,85.0,3.96,55,0,0,0,0,1
1,0,7.0,0.0,36,0,2,-1,2,0
1,0,15.0,3.57,76,0,0,4,0,1
1,0,198.0,0.0,48,2,4,2,4,0
1,0,515.0,0.0,18,0,0,0,0,0
1,0,85.0,0.0,0,4,2,2,2,0
1,0,297.0,3.3,39,0,0,0,0,1
1,0,501.0,0.0,6,3,0,0,-1,0
1,0,72.0,0.0,25,4,4,4,3,0
0,0,434.0,0.0,18,0,0,0,0,0
1,0,73.0,3.39,18,3,0,0,0,0
1,0,85.0,0.0,0,3,4,2,2,0
1,0,85.0,3.73,35,4,4,4,0,1
1,0,42.0,2.79,0,2,0,0,0,0
1,0,312.0,3.65,24,4,0,0,0,0
1,0,11.0,3.1,0,4,2,3,2,1
1,0,128.0,0.0,0,0,0,0,0,0
1,0,558.0,3.36,0,4,4,2,2,1
1,0,98.0,0.0,61,0,2,0,1,0
1,0,33.0,3.26,0,4,4,2,3,1
0,0,1.0,0.0,0,2,2,0,0,0
1,0,8.0,3.9,29,0,0,0,0,0
0,0,1.0,3.72,49,0,0,0,0,1
1,0,85.0,3.89,124,0,0,4,4,1
1,0,375.0,0.0,0,4,0,2,0,0
1,0,24.0,0.0,0,2,2,2,2,0
1,0,85.0,0.0,0,4,4,2,2,0
1,0,189.0,0.0,0,0,0,0,0,0
1,0,12.0,3.6,24,3,2,3,4,1
1,0,85.0,3.23,0,3,0,0,0,0
1,0,221.0,0.0,0,0,0,0,0,0
1,0,618.0,0.0,67,0,0,0,0,0
1,0,85.0,0.0,16,3,3,2,0,0
1,1,52.0,0.0,89,0,0,1,0,0
1,0,12.0,0.0,6,2,2,-1,2,0
1,0,242.0,2.74,28,3,2,-1,0,1
1,0,69.0,3.65,0,3,0,4,0,1
1,0,50.0,3.07,49,0,0,0,0,1
1,0,129.0,2.81,69,0,0,0,0,1
1,0,85.0,0.0,100,0,0,3,0,0
1,0,85.0,3.0,70,0,0,0,0,1
1,0,283.0,0.0,15,0,0,0,-1,0
1,0,425.0,0.0,4,0,-1,0,0,0
1,0,85.0,3.11,154,0,0,0,0,1
1,0,87.0,0.0,0,0,0,0,0,0
1,0,450.0,0.0,0,3,2,0,0,0
1,0,106.0,0.0,31,4,3,3,4,0
1,0,197.0,0.0,61,2,2,3,2,0
1,0,136.0,0.0,32,0,2,-1,0,0
0,0,9.0,0.0,66,3,0,2,2,0
1,1,62.0,0.0,51,1,0,0,0,0
0,0,78.0,2.99,3,2,3,0,2,0
1,0,85.0,3.01,61,0,0,4,0,1
1,0,111.0,3.18,29,0,0,0,0,1
1,0,85.0,0.0,30,0,0,0,0,0
0,0,20.0,3.94,3,4,0,0,4,0
1,0,158.0,0.0,19,3,4,2,4,0
1,0,236.0,0.0,0,0,0,0,0,0
1,0,4.0,3.92,24,4,4,4,4,1
1,0,25.0,3.57,56,0,0,4,0,1
1,0,193.0,0.0,0,0,0,0,0,0
1,0,411.0,2.95,81,0,0,0,0,1
1,0,12.0,3.49,59,0,0,2,0,1
1,0,85.0,0.0,0,0,0,0,0,0
1,0,512.0,2.91,0,0,0,0,0,0
1,0,351.0,0.0,64,0,4,0,0,0
1,0,25.0,0.0,60,3,0,0,0,0
1,0,23.0,0.0,0,2,2,0,0,0
1,0,65.0,0.0,0,4,0,4,4,0
0,0,14.0,3.31,28,0,2,4,3,1
1,0,81.0,3.72,74,0,0,0,0,1
0,0,20.0,0.0,19,4,4,4,4,0
1,0,126.0,0.0,0,0,0,0,0,0
1,0,85.0,3.03,70,0,0,0,0,1
1,0,37.0,0.0,0,-1,0,-1,-1,0
0,0,85.0,0.0,0,4,4,0,3,0
0,0,24.0,3.74,29,0,2,4,-1,1
1,0,85.0,3.29,0,3,3,3,3,1
1,0,73.0,2.97,0,3,3,2,2,1
1,0,85.0,3.8,0,0,0,0,0,1
1,0,25.0,0.0,0,4,4,2,2,0
1,0,85.0,0.0,0,4,4,2,2,0
1,0,123.0,0.0,31,2,3,3,3,0
1,0,21.0,3.26,9,4,3,3,3,1
1,0,18.0,3.34,10,0,4,3,3,1
1,0,374.0,0.0,28,4,4,3,2,0
1,0,85.0,3.77,71,0,0,0,4,1
1,0,85.0,0.0,54,0,4,3,0,0
1,0,85.0,0.0,2,0,0,0,0,0
1,0,28.0,0.0,61,0,0,0,0,0
1,0,175.0,0.0,0,4,0,0,0,0
1,0,93.0,0.0,19,0,0,0,0,0
1,1,8.0,0.0,54,2,0,0,0,0
1,0,464.0,0.0,0,0,0,0,0,0
1,0,51.0,3.21,0,4,1,2,3,1
1,0,28.0,3.19,7,0,3,0,4,1
1,0,157.0,0.0,89,0,0,0,0,0
1,0,85.0,3.57,104,0,0,0,0,1
1,0,85.0,0.0,22,0,0,0,0,0
1,1,34.0,0.0,56,0,4,2,4,0
0,0,24.0,3.71,0,4,4,4,3,1
1,0,188.0,2.94,44,3,1,3,3,1
1,0,53.0,3.5,49,4,3,3,0,1
1,1,39.0,0.0,68,0,0,0,0,0
1,0,252.0,0.0,15,0,0,-1,1,0
1,0,490.0,0.0,0,1,0,0,1,0
1,0,85.0,2.79,78,0,0,0,0,1
0,0,54.0,2.87,32,0,2,3,2,1
1,0,85.0,0.0,86,0,0,0,0,0
0,0,85.0,3.77,36,0,4,4,0,1
1,0,189.0,0.0,0,4,1,0,1,0
1,0,214.0,0.0,6,4,4,4,4,0
1,0,53.0,3.83,68,0,0,0,0,1
1,0,85.0,0.0,78,0,2,4,0,0
1,0,85.0,0.0,88,0,0,0,0,0
1,0,675.0,0.0,0,-1,0,0,0,0
1,0,112.0,2.77,18,3,4,4,3,1
1,0,126.0,3.87,0,4,4,4,3,1
1,0,538.0,0.0,0,0,0,0,0,0
1,0,324.0,0.0,0,0,0,0,0,0
1,0,143.0,0.0,60,4,4,2,4,0
1,0,45.0,3.87,63,0,0,4,0,1
1,0,85.0,0.0,23,2,4,4,0,0
1,0,408.0,0.0,12,0,0,0,0,0
1,0,85.0,3.51,64,0,0,0,0,1
0,0,87.0,3.57,25,3,3,4,3,1
1,0,442.0,0.0,0,0,0,0,0,0
1,0,189.0,0.0,6,2,2,0,1,0
1,0,85.0,0.0,64,0,0,0,0,0
1,0,85.0,2.52,63,0,0,4,0,1
1,1,52.0,0.0,52,2,3,1,3,0
1,0,85.0,0.0,25,0,0,0,-1,0
0,0,2.0,0.0,39,0,0,4,0,0
1,1,44.0,0.0,51,0,-1,0,0,0
1,0,22.0,3.33,34,4,0,0,0,0
1,0,25.0,3.69,41,0,0,4,4,1
1,0,30.0,3.73,25,3,0,4,2,1
0,0,74.0,0.0,0,0,0,0,0,0
1,0,85.0,3.51,3,4,4,0,3,1
1,0,69.0,3.66,72,0,0,0,0,1
1,0,85.0,0.0,0,0,0,0,0,0
0,0,26.0,0.0,34,2,1,-1,3,0
1,0,156.0,0.0,0,0,0,0,0,0
1,0,62.0,0.0,44,0,0,-1,3,0
1,0,42.0,0.0,42,-1,0,0,0,0
1,0,85.0,2.57,63,0,0,0,0,1
1,0,89.0,0.0,0,0,0,0,0,0
1,0,77.0,0.0,18,0,0,0,0,0
0,0,85.0,3.47,49,3,0,0,0,0
1,0,61.0,3.74,0,4,4,2,2,1
1,0,50.0,0.0,12,2,2,4,2,0
1,0,305.0,0.0,60,0,0,4,4,0
1,0,52.0,3.63,0,4,4,4,4,1
1,0,147.0,0.0,0,4,3,2,2,0
1,0,317.0,0.0,49,0,0,2,0,0
1,0,4.0,0.0,0,-1,0,0,0,0
1,0,85.0,3.11,55,0,0,3,0,1
0,0,3.0,3.88,44,0,4,4,4,1
1,0,49.0,0.0,0,2,0,0,0,0
1,0,239.0,0.0,37,2,0,-1,-1,0
0,0,380.0,3.65,0,4,4,4,4,1
1,0,85.0,3.69,116,0,0,3,0,1
1,0,26.0,2.98,60,3,2,2,4,1
1,0,66.0,0.0,12,2,-1,0,-1,0
1,0,47.0,2.67,86,0,0,0,0,1
1,0,26.0,0.0,0,0,0,0,0,0
1,0,505.0,0.0,0,0,0,0,0,0
1,0,85.0,3.1,77,0,0,0,0,1
1,0,85.0,0.0,117,0,0,0,0,0
1,0,562.0,0.0,0,0,0,0,0,0
1,0,341.0,3.04,0,4,2,4,3,1
1,0,342.0,0.0,0,0,0,0,-1,0
1,0,85.0,0.0,65,3,4,3,3,0
0,1,31.0,0.0,60,0,4,0,0,0
1,0,76.0,0.0,0,4,0,0,0,0
1,0,324.0,0.0,51,3,0,0,0,0
0,0,52.0,3.66,0,4,4,-1,4,0
1,0,2.0,3.92,7,4,4,4,0,1
1,0,465.0,0.0,0,0,0,0,0,0
1,0,2.0,3.84,12,4,4,4,4,1
1,0,106.0,0.0,28,4,4,2,4,0
1,0,387.0,0.0,0,0,0,0,0,0
1,0,255.0,3.65,6,3,4,2,2,0
1,1,66.0,0.0,52,0,3,0,0,0
1,0,85.0,3.35,59,0,0,0,2,1
1,0,172.0,2.94,52,0,0,0,0,1
1,0,29.0,0.0,81,0,0,0,0,0
1,0,164.0,3.72,58,0,0,0,0,1
1,0,85.0,0.0,69,0,0,2,0,0
1,0,85.0,0.0,56,2,2,3,0,0
1,1,81.0,3.37,60,0,0,1,0,0
1,0,69.0,0.0,57,4,3,4,4,0
1,0,227.0,3.77,4,4,4,4,3,1
1,0,84.0,0.0,47,0,0,0,0,0
1,0,32.0,3.16,60,3,2,0,1,0
0,0,248.0,0.0,0,3,4,3,3,0
1,1,33.0,3.58,70,0,2,4,0,1
1,0,1.0,0.0,100,0,0,4,0,0
1,0,85.0,3.09,90,0,0,0,0,0
1,0,18.0,0.0,56,0,4,2,0,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,23.0,3.6,30,4,3,4,3,1
1,0,238.0,0.0,92,0,0,3,0,0
0,0,85.0,3.85,70,0,0,4,0,1
0,0,15.0,0.0,152,0,0,0,0,0
1,0,20.0,0.0,64,0,0,0,0,0
1,0,85.0,0.0,62,0,0,0,0,0
1,0,15.0,3.34,19,0,3,4,0,0
1,0,94.0,0.0,0,0,0,0,0,0
0,0,77.0,3.02,0,4,2,2,2,1
1,0,85.0,0.0,11,3,4,2,2,0
0,0,71.0,0.0,0,4,4,0,3,0
1,0,409.0,0.0,0,0,0,0,0,0
1,0,182.0,3.1,9,4,3,2,2,1
1,0,631.0,0.0,0,0,0,0,0,0
0,0,523.0,0.0,0,0,0,0,0,0
1,0,33.0,0.0,0,3,0,0,1,0
1,0,239.0,0.0,80,0,0,0,0,0
1,0,18.0,3.12,82,0,0,0,0,1
1,0,311.0,0.0,0,2,-1,1,2,0
1,0,265.0,2.99,0,4,2,3,3,1
1,0,290.0,0.0,14,3,0,3,3,0
1,0,46.0,0.0,55,0,0,0,0,0
1,0,96.0,0.0,0,0,0,0,0,0
1,0,281.0,3.04,6,4,3,2,3,1
1,0,64.0,0.0,0,2,3,4,3,0
1,0,81.0,0.0,33,0,0,2,4,0
1,0,85.0,3.66,67,4,1,4,3,0
0,0,367.0,2.7,0,3,2,2,0,1
0,0,25.0,0.0,0,4,4,3,-1,0
1,0,92.0,0.0,0,0,0,0,0,0
0,0,124.0,0.0,0,3,4,0,0,0
1,0,197.0,2.76,0,2,1,2,4,1
0,0,3.0,0.0,93,4,4,2,4,0
0,0,64.0,3.26,60,0,-1,2,3,0
1,0,59.0,0.0,0,2,-1,0,0,0
1,0,85.0,0.0,77,0,-1,0,0,0
0,0,4.0,3.97,15,4,4,4,4,1
0,0,15.0,0.0,4,4,4,4,4,0
1,0,78.0,3.19,0,-1,0,0,3,0
1,0,35.0,3.36,0,4,4,3,3,1
0,0,23.0,2.91,33,3,3,4,3,1
0,0,306.0,0.0,12,0,0,0,2,0
1,1,27.0,3.26,66,0,2,4,0,1
0,0,83.0,3.16,18,3,2,3,2,1
1,0,456.0,0.0,0,0,0,0,0,0
0,0,24.0,0.0,20,4,4,4,0,0
1,0,83.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,0,4,2,1,4,0
1,0,85.0,2.8,41,0,4,0,-1,1
1,0,2.0,3.45,58,0,0,2,0,1
1,0,451.0,0.0,0,3,2,0,1,0
1,1,57.0,0.0,102,4,3,1,3,0
1,0,85.0,2.87,102,0,0,0,0,1
1,1,48.0,3.56,78,0,0,0,0,1
1,0,85.0,3.12,60,2,0,0,2,1
1,0,21.0,3.69,22,0,0,4,4,1
0,0,18.0,0.0,37,2,3,-1,1,0
1,0,418.0,0.0,0,0,0,0,0,0
1,1,87.0,0.0,65,2,4,-1,2,0
1,1,53.0,0.0,62,0,3,3,0,0
1,0,8.0,3.75,36,4,2,2,3,1
1,0,85.0,0.0,57,4,4,2,4,0
1,0,85.0,0.0,58,4,4,0,0,0
1,0,13.0,0.0,6,0,0,0,0,0
1,0,11.0,0.0,0,4,4,4,4,0
1,0,47.0,0.0,17,0,3,0,4,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,124.0,0.0,0,0,0,0,0,0
1,0,76.0,0.0,0,4,2,4,3,0
1,1,64.0,2.73,72,0,-1,0,0,0
0,0,43.0,0.0,0,4,4,0,4,0
0,0,11.0,0.0,0,0,0,0,0,0
1,0,691.0,0.0,0,0,0,0,0,0
1,0,541.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,0,0,0,-1,-1,0
1,0,439.0,0.0,0,-1,0,0,-1,0
1,0,51.0,3.55,58,0,4,2,0,1
1,0,556.0,3.31,38,0,0,0,0,1
1,0,85.0,0.0,27,0,0,0,0,0
1,0,642.0,3.14,83,0,0,0,0,1
0,0,10.0,2.88,9,-1,0,0,2,0
1,0,85.0,3.64,76,0,0,0,0,1
0,1,91.0,0.0,52,0,0,0,0,0
1,0,85.0,0.0,0,-1,0,0,0,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,82.0,0.0,6,4,4,3,2,0
1,0,17.0,0.0,4,0,-1,0,0,0
1,0,85.0,3.35,82,0,0,4,0,1
1,0,285.0,0.0,0,-1,0,0,2,0
1,0,85.0,0.0,0,0,0,0,0,0
0,0,107.0,0.0,0,4,4,2,4,0
1,0,7.0,3.9,0,4,4,4,4,1
1,0,539.0,0.0,0,0,0,0,0,0
0,0,637.0,0.0,11,3,0,0,4,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,97.0,2.5,43,2,3,4,3,1
0,0,11.0,3.67,30,4,4,2,2,0
1,0,258.0,0.0,66,0,0,0,0,0
